ID,Park,Word_count,Sentiment_value,Polarity,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
4449,TMNP,16,-1,Negative,0,0,0,0,0,0,0,0
4450,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4451,KNP,10,0,Neutral,0,0,0,0,0,0,0,0
4452,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4453,AENP,23,1,Positive,0,1,0,0,1,0,0,1
4454,AENP,10,0,Neutral,0,0,0,0,0,0,0,0
4455,AENP,28,3,Positive,0,0,0,0,2,0,0,0
4456,AENP,10,1,Positive,0,0,0,0,1,0,0,0
4457,AENP,9,0,Neutral,0,0,0,0,0,0,0,0
4458,KNP,10,1,Positive,0,1,0,0,0,0,0,0
4459,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4460,KNP,3,1,Positive,0,1,0,0,0,0,0,0
4461,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4462,KNP,13,-1,Negative,0,1,0,1,0,0,0,0
4463,KNP,4,1,Positive,0,1,0,0,0,0,0,0
4464,KNP,18,-1,Negative,0,0,0,0,0,1,1,0
4465,KNP,22,0,Neutral,1,1,0,1,0,1,0,0
4466,KNP,17,2,Positive,0,0,0,0,2,0,1,0
4467,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4468,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
4469,KNP,7,0,Neutral,0,0,0,3,0,1,0,1
4470,KNP,9,0,Neutral,0,0,0,1,0,1,0,0
4471,KNP,14,0,Neutral,0,0,0,0,0,0,0,0
4472,KNP,3,0,Neutral,0,0,0,1,0,0,0,0
4473,KNP,8,0,Neutral,0,0,0,0,0,0,0,0
4474,KNP,11,2,Positive,0,2,0,0,1,0,0,0
4475,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4476,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4477,KNP,16,0,Neutral,0,0,0,0,0,0,0,0
4478,KNP,10,-1,Negative,1,0,1,1,0,1,0,0
4479,KNP,20,0,Neutral,0,0,0,0,0,0,0,0
4480,KNP,19,1,Positive,0,0,0,0,1,0,0,0
4481,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4482,KNP,20,1,Positive,0,2,0,0,1,0,1,1
4483,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
4484,KNP,5,-2,Negative,2,0,1,1,0,1,0,0
4485,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4486,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4487,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4488,KNP,22,1,Positive,0,0,0,0,1,0,0,0
4489,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4490,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4491,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4492,KNP,8,0,Neutral,0,0,0,0,0,0,1,0
4493,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4494,KNP,22,1,Positive,0,1,1,1,2,1,2,0
4495,KNP,34,1,Positive,0,0,0,0,1,0,0,0
4496,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4497,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4498,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4499,TMNP,13,2,Positive,1,2,1,1,4,1,2,3
4500,TMNP,7,2,Positive,0,2,0,0,2,0,2,2
4501,TMNP,8,2,Positive,0,0,0,0,2,0,0,1
4502,TMNP,39,0,Neutral,0,1,0,0,1,0,0,1
4503,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4504,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4505,TMNP,8,0,Neutral,0,0,0,0,1,0,0,0
4506,TMNP,12,2,Positive,0,1,0,0,1,0,1,1
4507,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4508,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4509,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4510,TMNP,13,3,Positive,0,2,0,0,3,1,2,2
4511,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4512,TMNP,10,0,Neutral,0,0,0,0,1,0,0,0
4513,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4514,TMNP,13,-1,Negative,0,0,1,1,0,1,0,0
4515,TMNP,14,0,Neutral,0,0,0,0,0,0,0,0
4516,TMNP,3,1,Positive,0,0,0,0,0,0,0,0
4517,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4518,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4519,TMNP,26,0,Neutral,0,0,0,0,2,1,0,0
4520,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4521,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4522,TMNP,10,-1,Negative,0,0,0,0,0,0,0,0
4523,TMNP,17,1,Positive,0,1,0,0,0,0,0,1
4524,TMNP,10,2,Positive,0,0,0,0,0,0,0,0
4525,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4526,TMNP,13,0,Neutral,0,0,0,0,0,0,0,0
4527,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4528,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4529,TMNP,28,2,Positive,0,1,0,0,2,0,0,0
4530,TMNP,41,1,Positive,0,0,1,1,1,0,0,1
4531,TMNP,5,2,Positive,0,2,0,0,2,0,2,2
4532,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4533,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
4534,TMNP,10,-1,Negative,0,2,0,0,0,0,0,0
4535,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4536,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4537,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4538,TMNP,16,0,Neutral,0,0,0,0,0,0,0,0
4539,TMNP,16,3,Positive,1,1,0,1,2,0,0,2
4540,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4541,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4542,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4543,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4544,TMNP,4,2,Positive,0,2,0,0,2,0,2,2
4545,TMNP,28,1,Positive,0,0,0,1,1,0,0,0
4546,TMNP,12,0,Neutral,0,0,0,0,1,0,0,0
4547,TMNP,14,3,Positive,0,2,0,0,3,0,2,2
4548,TMNP,9,1,Positive,0,1,0,0,1,0,1,0
4549,TMNP,6,0,Neutral,0,0,1,0,0,0,0,1
4550,TMNP,9,-1,Negative,0,0,0,0,0,0,0,0
4551,TMNP,15,-1,Negative,0,1,0,0,1,0,0,0
4552,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4553,TMNP,4,2,Positive,0,2,0,0,2,0,2,2
4554,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4555,TMNP,10,1,Positive,0,0,0,0,0,0,0,1
4556,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4557,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4558,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4559,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4560,GRNP,11,0,Neutral,0,0,0,0,0,0,0,0
4561,GRNP,3,0,Neutral,0,0,0,0,0,0,0,0
4562,GRNP,10,1,Positive,0,0,0,0,1,0,0,0
4563,GRNP,3,0,Neutral,0,0,0,0,0,0,0,0
4564,GRNP,3,0,Neutral,0,0,0,0,0,0,0,0
4565,GRNP,3,0,Neutral,0,0,0,0,0,0,0,0
4566,GRNP,3,0,Neutral,0,0,0,0,0,0,0,0
4567,GRNP,12,1,Positive,0,0,0,0,1,0,0,0
4568,GRNP,11,0,Neutral,0,0,0,0,0,0,0,0
4569,TMNP,3,1,Positive,0,1,0,0,0,0,0,1
4570,TMNP,24,1,Positive,0,0,0,0,1,0,0,0
4571,TMNP,22,-1,Negative,1,0,0,1,0,1,0,0
4572,TMNP,37,-1,Negative,0,0,0,0,0,0,0,0
4573,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
4574,GRNP,7,0,Neutral,0,1,0,1,0,1,0,1
4575,TMNP,22,2,Positive,1,4,0,1,3,2,2,2
4576,TMNP,18,1,Positive,0,1,0,0,1,0,0,1
4577,TMNP,14,2,Positive,0,2,0,0,0,0,0,1
4578,TMNP,7,0,Neutral,0,1,0,0,0,0,0,0
4579,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4580,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4581,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4582,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4583,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4584,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4585,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4586,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4587,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4588,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4589,KNP,19,3,Positive,0,1,0,0,2,0,0,0
4590,KNP,19,1,Positive,0,0,1,0,4,1,0,0
4591,KNP,22,2,Positive,0,0,0,0,1,0,1,1
4592,KNP,25,3,Positive,0,0,0,0,2,1,1,0
4593,KNP,5,1,Positive,0,1,0,0,1,0,0,0
4594,KNP,20,0,Neutral,0,1,0,0,0,0,0,0
4595,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
4596,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4597,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4598,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4599,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4600,KNP,16,2,Positive,0,1,0,0,2,0,1,1
4601,KNP,20,1,Positive,0,0,0,0,1,0,0,0
4602,KNP,17,1,Positive,0,0,0,0,1,0,0,0
4603,KNP,22,2,Positive,0,0,0,0,1,0,0,0
4604,KNP,23,2,Positive,0,0,0,0,1,0,1,0
4605,KNP,22,2,Positive,0,0,0,0,1,0,0,0
4606,KNP,16,1,Positive,0,0,0,0,1,0,0,0
4607,KNP,34,1,Positive,0,0,0,0,1,0,0,0
4608,KNP,11,0,Neutral,0,0,0,0,0,0,0,0
4609,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4610,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4611,AENP,1,0,Neutral,0,0,0,0,0,0,0,0
4612,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
4613,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4614,KNP,11,0,Neutral,2,1,2,1,1,1,1,1
4615,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4616,KNP,13,0,Neutral,1,1,2,1,1,1,1,1
4617,KNP,32,6,Positive,0,2,0,0,5,0,1,4
4618,KNP,13,1,Positive,0,1,0,0,1,0,1,1
4619,KNP,15,2,Positive,0,2,0,0,2,0,1,2
4620,KNP,8,0,Neutral,1,1,0,1,1,1,1,1
4621,KNP,4,2,Positive,0,1,0,0,2,0,1,1
4622,KNP,2,1,Positive,0,1,0,0,1,0,1,1
4623,KNP,3,1,Positive,0,1,0,0,1,0,1,1
4624,KNP,11,2,Positive,0,1,0,0,1,0,1,1
4625,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
4626,KNP,18,1,Positive,0,0,0,0,0,0,0,0
4627,KNP,8,1,Positive,0,0,0,0,0,0,0,0
4628,KNP,9,1,Positive,0,0,0,0,1,0,0,0
4629,KNP,6,1,Positive,0,0,0,0,0,0,0,0
4630,KNP,4,-1,Negative,0,0,0,0,0,0,1,0
4631,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4632,KNP,10,-1,Negative,0,0,0,0,0,0,1,0
4633,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
4634,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
4635,KNP,29,0,Neutral,0,0,0,0,0,0,0,0
4636,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4637,KNP,11,0,Neutral,0,0,0,0,0,0,0,0
4638,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4639,KNP,9,-1,Negative,1,0,1,1,0,1,0,0
4640,KNP,3,0,Neutral,0,0,0,0,0,0,0,0
4641,KNP,6,0,Neutral,0,0,0,0,0,0,0,0
4642,KNP,10,0,Neutral,0,0,0,0,0,0,0,0
4643,KNP,47,2,Positive,0,1,0,1,1,0,2,0
4644,KNP,6,1,Positive,0,0,0,1,0,0,0,0
4645,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4646,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
4647,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
4648,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4649,KNP,46,-1,Negative,1,0,0,1,0,1,0,0
4650,KNP,8,-2,Negative,0,0,0,1,0,0,1,0
4651,KNP,12,0,Neutral,0,0,0,0,0,0,0,0
4652,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4653,KNP,11,1,Positive,0,0,0,0,1,0,0,0
4654,KNP,12,0,Neutral,0,0,0,1,0,1,0,1
4655,KNP,2,1,Positive,0,1,0,0,0,0,0,0
4656,KNP,2,1,Positive,0,1,0,0,0,0,0,0
4657,KNP,2,-1,Negative,0,0,0,1,0,1,0,0
4658,KNP,13,1,Positive,0,1,0,0,1,0,1,0
4659,KNP,5,0,Neutral,0,0,0,0,0,0,0,0
4660,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
4661,KNP,21,0,Neutral,0,0,0,0,0,0,0,0
4662,KNP,20,3,Positive,0,2,0,1,1,0,1,0
4663,KNP,5,-1,Negative,0,0,0,0,0,0,1,0
4664,KNP,6,1,Positive,0,0,0,0,0,0,0,0
4665,KNP,7,0,Neutral,0,0,0,0,0,0,0,0
4666,KNP,7,1,Positive,0,0,0,0,1,0,0,0
4667,KNP,24,1,Positive,0,0,0,0,2,0,1,0
4668,KNP,5,1,Positive,0,1,0,0,0,0,0,0
4669,KNP,8,0,Neutral,0,0,0,0,1,0,1,0
4670,TMNP,9,1,Positive,0,0,0,0,1,0,0,0
4671,TMNP,26,2,Positive,0,2,0,0,2,1,2,2
4672,TMNP,7,0,Neutral,0,0,0,1,1,0,0,0
4673,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
4674,TMNP,2,1,Positive,0,1,0,0,1,0,1,1
4675,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4676,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4677,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4678,TMNP,4,1,Positive,0,0,0,0,1,0,0,0
4679,TMNP,2,1,Positive,0,0,0,0,1,0,0,0
4680,TMNP,10,0,Neutral,0,0,0,0,0,0,0,0
4681,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4682,TMNP,3,1,Positive,0,1,0,0,1,0,1,0
4683,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4684,TMNP,13,1,Positive,0,0,0,0,0,0,0,1
4685,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4686,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4687,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
4688,TMNP,11,1,Positive,0,0,0,0,0,0,0,0
4689,TMNP,3,0,Neutral,0,0,0,0,1,0,0,0
4690,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4691,TMNP,6,-1,Negative,0,0,0,1,0,1,0,0
4692,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4693,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
4694,TMNP,8,0,Neutral,0,0,0,0,1,0,0,0
4695,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
4696,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4697,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4698,TMNP,19,1,Positive,0,0,0,0,1,0,0,0
4699,TMNP,23,1,Positive,0,1,0,0,1,0,0,1
4700,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4701,TMNP,14,0,Neutral,0,0,0,0,0,0,0,0
4702,TMNP,9,-1,Negative,0,0,1,0,0,0,0,0
4703,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4704,TMNP,4,0,Neutral,0,0,1,0,0,0,0,1
4705,TMNP,13,0,Neutral,0,0,0,0,0,0,0,0
4706,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4707,TMNP,53,3,Positive,0,5,0,0,3,0,2,2
4708,TMNP,29,3,Positive,1,2,0,0,2,0,2,1
4709,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
4710,TMNP,5,2,Positive,0,2,0,0,2,0,2,2
4711,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
4712,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4713,TMNP,4,2,Positive,0,2,0,0,2,0,2,2
4714,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4715,TMNP,9,1,Positive,0,1,0,0,0,0,0,0
4716,TMNP,12,1,Positive,0,0,0,0,1,0,0,0
4717,TMNP,16,5,Positive,0,5,0,1,4,0,3,4
4718,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4719,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4720,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4721,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
4722,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4723,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4724,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4725,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4726,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4727,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4728,TMNP,22,0,Neutral,0,0,0,0,0,0,0,0
4729,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4730,TMNP,12,-1,Negative,1,0,0,1,0,0,0,0
4731,TMNP,9,0,Neutral,0,2,0,0,1,0,1,1
4732,TMNP,8,2,Positive,0,4,0,0,3,0,2,2
4733,TMNP,26,1,Positive,0,0,0,1,1,1,1,0
4734,TMNP,6,1,Positive,0,1,0,0,1,0,1,1
4735,TMNP,26,0,Neutral,0,0,0,1,0,0,0,0
4736,TMNP,10,2,Positive,0,2,0,0,2,0,2,2
4737,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4738,TMNP,3,1,Positive,0,0,0,0,0,0,0,0
4739,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4740,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4741,TMNP,20,1,Positive,0,0,0,0,0,0,0,0
4742,TMNP,6,1,Positive,0,0,0,0,1,0,0,0
4743,TMNP,15,-1,Negative,1,0,1,1,0,1,0,0
4744,TMNP,5,1,Positive,0,1,0,0,1,0,1,1
4745,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4746,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4747,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4748,GRNP,6,-2,Negative,1,0,0,1,0,1,0,0
4749,GRNP,1,0,Neutral,0,0,0,0,0,0,0,0
4750,GRNP,4,-1,Negative,0,0,0,0,0,0,0,0
4751,GRNP,2,0,Neutral,0,0,0,0,0,0,0,0
4752,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4753,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4754,TMNP,21,0,Neutral,0,0,0,0,0,0,0,0
4755,TMNP,10,1,Positive,0,0,0,0,0,0,0,1
4756,TMNP,30,6,Positive,0,4,0,0,3,0,1,1
4757,TMNP,14,1,Positive,0,2,0,0,2,0,2,2
4758,TMNP,7,1,Positive,0,0,0,0,0,0,0,0
4759,TMNP,4,0,Neutral,0,0,0,0,0,1,0,0
4760,TMNP,23,2,Positive,0,2,0,0,3,0,0,0
4761,AENP,6,0,Neutral,0,0,0,0,0,0,0,0
4762,KNP,19,-1,Negative,0,0,0,0,0,0,0,0
4763,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4764,KNP,0,0,Neutral,0,0,0,0,0,0,0,0
4765,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4766,TMNP,45,0,Neutral,0,2,1,0,1,0,0,3
4767,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
4768,TMNP,3,1,Positive,0,0,0,0,1,0,0,0
4769,TMNP,14,1,Positive,0,2,0,0,0,0,0,1
4770,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4771,TMNP,6,0,Neutral,0,0,0,0,0,0,0,0
4772,AENP,6,0,Neutral,0,0,0,0,0,0,0,0
4773,AENP,12,0,Neutral,0,0,0,0,0,0,0,0
4774,AENP,15,-1,Negative,0,0,0,1,0,0,0,0
4775,AENP,6,0,Neutral,0,0,0,0,0,0,0,0
4776,AENP,1,1,Positive,0,0,0,1,0,0,0,0
4777,AENP,1,0,Neutral,0,0,0,0,0,0,0,0
4778,KNP,7,1,Positive,0,1,0,0,0,0,0,0
4779,KNP,10,0,Neutral,0,0,0,0,0,0,0,0
4780,KNP,8,0,Neutral,0,0,0,0,0,0,0,0
4781,KNP,9,1,Positive,0,0,0,0,1,0,0,1
4782,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4783,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4784,KNP,9,0,Neutral,0,0,0,0,0,0,0,0
4785,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4786,KNP,19,0,Neutral,0,0,0,1,0,0,0,0
4787,KNP,9,1,Positive,0,0,0,0,1,0,0,0
4788,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4789,KNP,11,0,Neutral,0,0,0,0,0,0,0,0
4790,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4791,KNP,8,2,Positive,0,1,0,1,0,0,0,1
4792,KNP,6,0,Neutral,0,0,0,0,0,0,0,1
4793,KNP,4,0,Neutral,0,0,0,0,0,0,0,0
4794,KNP,14,1,Positive,0,1,0,0,0,0,0,0
4795,KNP,2,0,Neutral,0,0,0,0,0,0,0,0
4796,KNP,7,0,Neutral,0,1,0,0,0,0,0,0
4797,KNP,6,2,Positive,0,2,0,0,1,0,0,1
4798,KNP,11,0,Neutral,1,0,0,0,0,0,1,0
4799,KNP,1,0,Neutral,0,0,0,0,0,0,0,0
4800,TMNP,6,0,Neutral,0,1,0,0,2,0,0,1
4801,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4802,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4803,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4804,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
4805,TMNP,4,0,Neutral,0,0,0,0,0,0,0,0
4806,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
4807,TMNP,8,1,Positive,0,0,0,0,1,0,0,0
4808,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4809,TMNP,12,0,Neutral,0,0,0,0,0,0,0,1
4810,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4811,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4812,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
4813,TMNP,2,0,Neutral,0,0,0,0,1,0,0,0
4814,TMNP,15,1,Positive,0,0,0,0,1,0,0,0
4815,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4816,TMNP,12,-1,Negative,1,1,0,1,0,1,1,0
4817,TMNP,22,1,Positive,0,1,0,0,1,0,1,1
4818,TMNP,6,1,Positive,0,0,0,0,2,0,0,0
4819,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4820,TMNP,3,1,Positive,0,1,0,0,1,0,0,0
4821,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4822,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4823,TMNP,6,1,Positive,0,0,0,0,1,0,0,0
4824,TMNP,12,2,Positive,0,1,0,0,0,0,0,0
4825,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4826,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4827,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4828,TMNP,8,1,Positive,0,1,0,0,0,0,0,1
4829,TMNP,10,2,Positive,0,0,0,0,1,0,0,0
4830,TMNP,9,1,Positive,0,1,0,0,1,0,0,0
4831,TMNP,5,1,Positive,0,0,0,0,1,0,0,1
4832,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4833,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4834,TMNP,9,0,Neutral,0,0,0,0,0,0,0,0
4835,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4836,TMNP,9,1,Positive,0,1,0,0,2,0,1,0
4837,TMNP,7,1,Positive,0,0,0,0,0,0,0,0
4838,TMNP,22,2,Positive,0,0,0,0,0,0,0,0
4839,TMNP,13,3,Positive,0,2,0,0,1,0,0,1
4840,TMNP,7,0,Neutral,0,0,0,0,0,0,0,0
4841,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4842,TMNP,15,0,Neutral,1,1,1,1,1,1,1,1
4843,TMNP,18,3,Positive,1,2,0,1,3,0,2,3
4844,TMNP,34,2,Positive,1,3,1,1,3,0,2,3
4845,TMNP,4,2,Positive,0,2,0,0,2,0,2,2
4846,TMNP,2,0,Neutral,0,0,0,0,0,0,0,0
4847,TMNP,28,5,Positive,1,3,1,1,4,1,3,6
4848,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4849,TMNP,15,0,Neutral,0,0,0,0,0,0,0,0
4850,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4851,TMNP,7,0,Neutral,0,1,0,0,0,0,0,0
4852,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4853,TMNP,11,3,Positive,0,2,0,0,2,0,2,2
4854,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4855,TMNP,25,0,Neutral,0,1,0,0,0,0,0,0
4856,TMNP,14,-1,Negative,1,1,0,0,1,0,0,0
4857,TMNP,23,1,Positive,0,1,0,0,1,0,0,1
4858,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4859,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4860,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4861,TMNP,5,1,Positive,0,1,0,0,1,1,1,1
4862,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4863,TMNP,7,1,Positive,0,1,0,0,1,0,1,1
4864,TMNP,3,1,Positive,0,0,0,0,0,0,0,0
4865,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4866,TMNP,14,3,Positive,0,2,0,0,2,0,2,2
4867,TMNP,5,1,Positive,0,0,0,0,1,0,0,1
4868,TMNP,1,0,Neutral,0,0,0,0,0,0,0,0
4869,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4870,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4871,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4872,TMNP,0,0,Neutral,0,0,0,0,0,0,0,0
4873,TMNP,5,0,Neutral,0,0,0,0,0,0,0,0
4874,TMNP,25,0,Neutral,0,0,0,0,0,0,0,0
4875,TMNP,2,1,Positive,0,0,0,0,1,0,0,0
4876,TMNP,3,0,Neutral,0,0,0,0,0,0,0,0
4877,TMNP,31,3,Positive,0,1,0,0,1,0,0,1
4878,TMNP,14,1,Positive,0,2,0,0,2,0,2,2
4879,TMNP,8,0,Neutral,0,0,0,0,0,0,0,0
4880,TMNP,14,0,Neutral,0,0,0,1,0,0,0,0
